Abbey Street  	 thursday-1
Summerfield Gardens  	 thursday-2
Summerfield Place  	 thursday-2
Summerside Place  	 friday-1
Summerside Street  	 friday-1
Summertrees Court  	 friday-1
Sunbury Place  	 wednesday-1
Sutherland Street  	 wednesday-1
Swan Spring Avenue  	 thursday-2
Swanston Avenue  	 tuesday-1
Swanston Crescent  	 thursday-1
Swanston Drive  	 tuesday-1
Swanston Gardens  	 tuesday-1
Swanston Green  	 thursday-1
Swanston Grove  	 tuesday-1
Swanston Loan  	 thursday-1
Swanston Muir  	 friday-1
Swanston Park  	 thursday-1
Swanston Place  	 tuesday-1
Swanston Road  	 thursday-1
Swanston Row  	 thursday-1
Swanston Terrace  	 tuesday-1
Swanston View  	 tuesday-1
Swanston Village  	 thursday-1
Swanston Way  	 thursday-1
Sycamore Gardens  	 thursday-1
Sycamore Terrace  	 thursday-1
Sydney Park  	 tuesday-2
Sydney Place  	 tuesday-2
Sydney Terrace  	 tuesday-2
Sylvan Place  	 wednesday-1
Syme Place  	 tuesday-1
Syme Rigg  	 tuesday-1
Talisman Place  	 friday-1
Talla Street  	 thursday-2
Tansy Street  	 tuesday-1
Tantallon Place  	 wednesday-1
Tarvit Street  	 wednesday-1
Tay Street  	 friday-1
Telford Drive  	 tuesday-2
Telford Gardens  	 tuesday-2
Telford Place  	 tuesday-2
Templar Crescent  	 tuesday-2
Templar's Cramond  	 wednesday-1
Temple Park Crescent  	 friday-1
Templeland Grove  	 wednesday-2
Templeland Road  	 wednesday-2
Tennant Street  	 friday-1
Teviotdale Place  	 tuesday-2
The Bowling Green  	 friday-1
The Causeway  	 friday-2
The Cedars  	 tuesday-2
The Crescent  	 thursday-1
The Gallolee  	 friday-1
The Loan  	 tuesday-1
The Murrays  	 thursday-2
The Murrays Brae  	 thursday-2
The North Walk  	 thursday-1
The Paddockholm  	 thursday-1
The Pottery  	 friday-2
The Quilts  	 friday-1
The Spinney  	 friday-1
The Square  	 thursday-1
The Steils  	 tuesday-1
The Wisp  	 tuesday-2
Thirlestane Lane  	 wednesday-2
Thirlestane Road  	 wednesday-1
Thistle Place  	 wednesday-1
Thomson Crescent  	 tuesday-1
Thomson Drive  	 tuesday-1
Thomson Grove  	 tuesday-1
Thomson Place  	 wednesday-1
Thomson Road  	 tuesday-1
Thorburn Grove  	 tuesday-2
Thorburn Road  	 tuesday-2
Thorntree Street  	 thursday-1
Thornville Terrace  	 thursday-2
Thorters Place  	 thursday-2
Threipmuir Avenue  	 thursday-1
Threipmuir Gardens  	 thursday-1
Threipmuir Place  	 thursday-1
Timmins Court  	 wednesday-2
Tipperlinn Road  	 friday-1
Tobias Street  	 tuesday-2
Toddshill Road  	 thursday-1
Todshaugh Gardens  	 thursday-1
Tor Lane  	 wednesday-2
Torduff Road  	 thursday-1
Tormain Bank  	 wednesday-2
Tormain Drive  	 wednesday-2
Torrance Park  	 thursday-2
Torrance Place  	 friday-2
Torrance Row  	 friday-2
Torrance Way  	 friday-2
Torwood Crescent  	 friday-1
Toward Court  	 friday-2
Traquair Park East  	 thursday-1
Traquair Park West  	 thursday-1
Trench Knowe  	 thursday-1
Tressilian Gardens  	 friday-1
Trinity Court  	 wednesday-1
Trinity Grove  	 tuesday-1
Trinity Mains  	 tuesday-1
Trotter Haugh  	 tuesday-2
Tryst Park  	 thursday-1
Tudsbery Avenue  	 tuesday-2
Turner Avenue  	 friday-1
Turner Park  	 friday-1
Tweedie Lane  	 friday-2
Tweedsmuir Drive  	 tuesday-2
Tweedsmuir Gait  	 tuesday-2
Tyler's Acre Avenue  	 thursday-1
Tyler's Acre Gardens  	 thursday-1
Tyler's Acre Road  	 thursday-1
Ulster Crescent  	 thursday-2
Ulster Drive  	 wednesday-2
Ulster Gardens  	 thursday-2
Ulster Grove  	 thursday-2
Ulster Terrace  	 thursday-2
Umbrella Pine Terrace  	 friday-2
Upper Coltbridge Terrace  	 wednesday-1
Upper Craigour  	 tuesday-2
Upper Craigour Way  	 tuesday-2
Upper Cramond Court  	 wednesday-1
Upper Dean Terrace  	 tuesday-2
Upper Gilmore Place  	 wednesday-1
Upper Gilmore Terrace  	 wednesday-1
Upper Gray Street  	 tuesday-1
Upper Grove Place  	 wednesday-1
Usher Mews  	 tuesday-2
Valleyfield Street  	 wednesday-1
Vanburgh Place  	 wednesday-1
Vandeleur Avenue  	 tuesday-2
Vandeleur Grove  	 tuesday-2
Vandeleur Place  	 tuesday-2
Ventnor Place  	 thursday-1
Ventnor Terrace  	 thursday-1
Venturefair Drive  	 friday-2
Vexhim Park  	 thursday-1
Victor Park Terrace  	 friday-2
Viewfield Road  	 thursday-2
Viewforth  	 tuesday-2
Viewforth Place  	 wednesday-1
Viewforth Road  	 wednesday-1
Viewforth Square  	 wednesday-1
Viewforth Terrace  	 tuesday-2
Villa Road  	 tuesday-1
Violet Terrace  	 friday-1
Vivian Terrace  	 thursday-1
Wakefield Avenue  	 tuesday-2
Walford Drive  	 tuesday-2
Walker Drive  	 tuesday-1
Walker Terrace  	 wednesday-1
Walkers Court  	 thursday-2
Walkers Rigg  	 thursday-2
Walkers Wynd  	 thursday-2
Wallace Gardens  	 wednesday-1
Wardie Avenue  	 thursday-1
Wardie Crescent  	 thursday-1
Wardie Dell  	 thursday-1
Wardie Grove  	 thursday-1
Wardie House Lane  	 wednesday-1
Wardie Park  	 thursday-1
Wardie Road  	 wednesday-1
Wardie Steps  	 wednesday-1
Wardieburn Drive  	 thursday-1
Wardieburn Place East  	 friday-2
Wardieburn Place West  	 friday-2
Wardieburn Road  	 friday-2
Wardieburn Street East  	 friday-2
Wardieburn Terrace  	 friday-2
Wardlaw Place  	 friday-2
Wardlaw Terrace  	 friday-2
Warrender Park Crescent  	 wednesday-1
Warrender Park Road  	 wednesday-1
Warrender Park Terrace  	 wednesday-1
Warriston Avenue  	 friday-1
Warriston Crescent  	 tuesday-2
Warriston Drive  	 friday-1
Warriston Gardens  	 friday-1
Warriston Grove  	 friday-1
Warriston Road  	 tuesday-2
Warriston Terrace  	 tuesday-2
Waterfield Road  	 friday-2
Watertoun Road  	 tuesday-2
Watson Crescent  	 friday-1
Watt Park  	 tuesday-2
Wauchope Crescent  	 tuesday-2
Waulkmill Loan  	 friday-1
Waverley Park  	 thursday-1
Waverley Park Terrace  	 thursday-1
Waverley Place  	 thursday-1
Weavers Knowe Crescent  	 friday-2
Wellflats Road  	 tuesday-1
Wellhead Close  	 tuesday-2
Wellington Street  	 thursday-1
West Annandale Street  	 thursday-1
West Bowling Green Street  	 friday-1
West Brighton Crescent  	 wednesday-1
West Caiystane Road  	 thursday-1
West Castle Road  	 friday-1
West Catherine Place  	 wednesday-1
West Coates  	 tuesday-1
West Craigs Avenue  	 friday-1
West Craigs Crescent  	 friday-1
West Croft  	 wednesday-2
West Fairbrae Crescent  	 thursday-2
West Fairbrae Drive  	 thursday-2
West Ferryfield  	 thursday-1
West Gorgie Place  	 friday-2
West Mains Road  	 tuesday-2
West Mayfield  	 tuesday-1
West Mill Road  	 thursday-1
West Montgomery Place  	 thursday-1
West Newington Place  	 wednesday-2
West Pilton Avenue  	 friday-2
West Pilton Bank  	 friday-2
West Pilton Brae  	 friday-2
West Pilton Drive  	 friday-2
West Pilton Gardens  	 friday-2
West Pilton Green  	 friday-2
West Pilton Grove  	 friday-2
West Pilton Lea  	 friday-2
West Pilton Loan  	 friday-2
West Pilton March  	 friday-2
West Pilton Park  	 friday-2
West Pilton Place  	 friday-2
West Pilton Rise  	 friday-2
West Pilton Road  	 friday-2
West Pilton Street  	 friday-2
West Pilton Terrace  	 friday-2
West Pilton View  	 friday-2
West Preston Street  	 thursday-1
West Relugas Road  	 tuesday-2
West Savile Gardens  	 tuesday-2
West Savile Road  	 tuesday-1
West Savile Terrace  	 tuesday-2
West Scotland Street Lane  	 tuesday-2
West Stanhope Place  	 wednesday-1
West Terrace  	 tuesday-1
West Werberside  	 tuesday-2
West Winnelstrae  	 thursday-1
West Woods  	 tuesday-2
Westbank Loan  	 tuesday-2
Westbank Place  	 tuesday-2
Westburn Avenue  	 wednesday-2
Westburn Grove  	 wednesday-2
Westburn Middlefield  	 wednesday-2
Westburn Park  	 wednesday-2
Wester Broom Avenue  	 tuesday-2
Wester Broom Drive  	 tuesday-2
Wester Broom Gardens  	 tuesday-2
Wester Broom Grove  	 tuesday-2
Wester Broom Place  	 tuesday-2
Wester Broom Terrace  	 tuesday-2
Wester Coates Avenue  	 tuesday-1
Wester Coates Gardens  	 tuesday-1
Wester Coates Place  	 wednesday-1
Wester Coates Road  	 tuesday-1
Wester Coates Terrace  	 tuesday-1
Wester Dalmeny Steading  	 wednesday-1
Wester Drylaw Avenue  	 friday-2
Wester Drylaw Drive  	 friday-2
Wester Drylaw Park  	 friday-2
Wester Drylaw Place  	 friday-2
Wester Drylaw Row  	 friday-2
Wester Hailes Road  	 thursday-2
Wester Hill  	 tuesday-1
Wester Rigg  	 friday-1
Wester Row  	 friday-1
Wester Steil  	 tuesday-1
Western Corner  	 wednesday-1
Western Gardens  	 thursday-1
Western Place  	 thursday-1
Western Terrace  	 wednesday-1
Westfield  	 tuesday-1
Westfield Road  	 friday-2
Westgarth Avenue  	 tuesday-2
Westhall Gardens  	 wednesday-1
Wheatlands  	 tuesday-1
Whins Place  	 friday-2
Whinstone Place  	 wednesday-2
White Dales  	 tuesday-1
Whiteadder Loan  	 thursday-2
Whitehead Grove  	 wednesday-1
Whitehill Street  	 thursday-1
Whitehouse Loan  	 tuesday-2
Whitehouse Terrace  	 tuesday-2
Whitelea Crescent  	 thursday-1
Whitelea Road  	 thursday-1
Whitingford  	 friday-1
Whitson Crescent  	 tuesday-2
Whitson Grove  	 tuesday-2
Whitson Place East  	 tuesday-2
Whitson Place West  	 tuesday-2
Whitson Road  	 tuesday-2
Whitson Terrace  	 tuesday-2
Whitson Walk  	 tuesday-2
Whitson Way  	 tuesday-2
Wilfrid Terrace  	 thursday-2
Wilkieston Road  	 wednesday-2
Wilkinson Drive  	 wednesday-2
William Black Place  	 wednesday-1
William Jameson Place  	 friday-2
Willow Tree Place  	 wednesday-1
Willowbrae Avenue  	 wednesday-2
Willowbrae Gardens  	 wednesday-2
Wilton Road  	 tuesday-1
Windrush Drive  	 tuesday-1
Windsor Place  	 friday-2
Winton Drive  	 tuesday-1
Winton Gardens  	 tuesday-1
Winton Grove  	 tuesday-1
Winton Loan  	 tuesday-1
Winton Park  	 tuesday-1
Winton Terrace  	 tuesday-1
Wintour Lane  	 tuesday-1
Wisp Green  	 tuesday-2
Wolrige Road  	 thursday-2
Wolseley Crescent  	 thursday-2
Wolseley Gardens  	 thursday-2
Woodbine Terrace  	 thursday-2
Woodburn Terrace  	 wednesday-2
Woodcroft Road  	 wednesday-2
Woodhall Avenue  	 tuesday-1
Woodhall Drive  	 tuesday-1
Woodhall Millbrae  	 tuesday-1
Woodhall Terrace  	 tuesday-1
Woodlands Grove  	 thursday-2
Woodside Terrace  	 tuesday-1
Woodstock Place  	 friday-1
Woodville Terrace  	 thursday-2
Wyvern Park  	 wednesday-1
Yeaman Place  	 friday-1
Yewlands Crescent  	 thursday-2
Yewlands Gardens  	 thursday-2
York Place  	 thursday-1
York Road  	 tuesday-1
Yorkston Court  	 friday-1
Young Drive  	 wednesday-1
Zetland Place  	 wednesday-1
